id,name,type,date,spotifyurl,imageurl

75Zkl39tT79VRpfLzuttxS,Get Rich Or Die Tryin (Edited Version),album,2003-01-01,https://open.spotify.com/album/75Zkl39tT79VRpfLzuttxS,https://i.scdn.co/image/03981199b0f1fdb12f84ee6e84a9c6a1dc6620ab

3WdudvEc3xM9bD9cXi1mCE,Before I Self-Destruct - The Selects,album,2009-01-01,https://open.spotify.com/album/3WdudvEc3xM9bD9cXi1mCE,https://i.scdn.co/image/e513a139ca1a0e896f9d1313056ab8d510c046e6

4ycNE7y1rp5215g1kkqk1P,Get Rich Or Die Tryin' (Explicit Version),album,2003-01-01,https://open.spotify.com/album/4ycNE7y1rp5215g1kkqk1P,https://i.scdn.co/image/640af6903ccd1c47a1c41413319af9ff2ac2e3a7

22uYypUlixVeKwZ7YY2yhp,Before I Self-Destruct,album,2009-01-01,https://open.spotify.com/album/22uYypUlixVeKwZ7YY2yhp,https://i.scdn.co/image/8584ec9c5a975201f994e4c83371a6ba88e8e74a

0Danhlg9paLNes8FBCk1NT,Still Think I'm Nothing (feat. Jeremih),single,2017-11-18,https://open.spotify.com/album/0Danhlg9paLNes8FBCk1NT,https://i.scdn.co/image/5560d59d93e518a14e12c2ad67db4b142c2a8cfe

3AgCuejBHH780ROyGkKUvj,Bullet Proof,album,2007-01-30,https://open.spotify.com/album/3AgCuejBHH780ROyGkKUvj,https://i.scdn.co/image/b7f266369a3230706bd0f0b1e1c361bfaad5d563

1drbmKKBqBbWVaIt0AUKGa,I'm The Man,single,2016-02-12,https://open.spotify.com/album/1drbmKKBqBbWVaIt0AUKGa,https://i.scdn.co/image/05e42bef8037f308d0ecd1011e885ea72f19a1d6

2eVeRZTU84r5D7m3uIczxe,The Massacre,album,2005-03-03,https://open.spotify.com/album/2eVeRZTU84r5D7m3uIczxe,https://i.scdn.co/image/fe4f8b6bd82acd9a0148425ad5e144507c5e3e5c

0bLXUfNT34mna9aXq8ex68,DAMN.,album,2017-04-13,https://open.spotify.com/album/0bLXUfNT34mna9aXq8ex68,https://i.scdn.co/image/e5450804572f7b855d6a4f1deb46b1f2d2f412a3

441r6AftzNPHXmt3VDvp2o,Webster's Laboratory II,album,2017-03-08,https://open.spotify.com/album/441r6AftzNPHXmt3VDvp2o,https://i.scdn.co/image/85036d95dc5136e0287ddd2563c8e61f8aa7a518

6Wk5SeRD94KmNtAN0pYKA1,Larry TWO,album,2017-02-10,https://open.spotify.com/album/6Wk5SeRD94KmNtAN0pYKA1,https://i.scdn.co/image/c33b975b24d2b04f3d23670f1e2b99b508ec498d

1CEeqK9sKrE7LzUHeT3bfP,Do What Thou Wilt.,album,2016-12-09,https://open.spotify.com/album/1CEeqK9sKrE7LzUHeT3bfP,https://i.scdn.co/image/af313dbe57f9ded0867210756372afbc539f3c02

6jjX8mGrsWtrpYpFhGMrg1,The Sun's Tirade,album,2016-09-02,https://open.spotify.com/album/6jjX8mGrsWtrpYpFhGMrg1,https://i.scdn.co/image/abf972a30603cc263fb5dfa9a7f790830a426d5c

4hAoHGDone1L1MBeAS6eTi,IMANI - EP,single,2016-09-30,https://open.spotify.com/album/4hAoHGDone1L1MBeAS6eTi,https://i.scdn.co/image/8d912cbef358e29a50e2e0f00f66add2d93db6ec

4O9p2KKeT00akrgA1pKOtO,Heaven Sent (feat. J-Louis),single,2015-07-23,https://open.spotify.com/album/4O9p2KKeT00akrgA1pKOtO,https://i.scdn.co/image/79ce331470338b3ac8edd7739d5d4d50a40e77d8

1LLOGSa5ehwSWrPg1Qc3Vg,DAMN. COLLECTORS EDITION.,album,2017-12-08,https://open.spotify.com/album/1LLOGSa5ehwSWrPg1Qc3Vg,https://i.scdn.co/image/441f847161c8bbea35d2ae610893cef5e919e959

4M6GjdXOyP2mDqAQyd2YOz,Foggy Windows,single,2015-07-23,https://open.spotify.com/album/4M6GjdXOyP2mDqAQyd2YOz,https://i.scdn.co/image/5ba5542996cd2d6b0698931e6b30179d7f988e9a

2UM8sxHNAcKDWEEgogLeI9,I Should Be Dreaming (feat. Josh Jaramillo),single,2015-07-23,https://open.spotify.com/album/2UM8sxHNAcKDWEEgogLeI9,https://i.scdn.co/image/5f330b2d5f58ca749a3a5e24ef31c1a50d839b4c

0wfne2JijoxJm0qzJd3V5h,ARDIPITHECUS,album,2015-01-11,https://open.spotify.com/album/0wfne2JijoxJm0qzJd3V5h,https://i.scdn.co/image/8b32361f9af8ad6415b114c51a842e16b1cf7b87

49DGECKOVmJNNQrNKcAyLC,21st Century Girl,single,2011-03-02,https://open.spotify.com/album/49DGECKOVmJNNQrNKcAyLC,https://i.scdn.co/image/69047e789a271714d6459edcbf599311cdb761ba

52O6FoRRC4TjOIfhJYoiMc,Bartholomew,album,2017-12-08,https://open.spotify.com/album/52O6FoRRC4TjOIfhJYoiMc,https://i.scdn.co/image/a3b6d2fb27a9807c08f336fd3d7aa13addd34461

5cAJxOFxRwXkCihLMQJYtl,3,single,2014-11-11,https://open.spotify.com/album/5cAJxOFxRwXkCihLMQJYtl,https://i.scdn.co/image/2cb7d41b199e3064831c67da64890e42accd0d40

4cJGBartFvMddvZpAaUHf6,Whip My Hair,single,2010-10-26,https://open.spotify.com/album/4cJGBartFvMddvZpAaUHf6,https://i.scdn.co/image/84104784d4a6b7fbc4c74a8d649373bff5fc9545

09hZ7I4QYwPAruwUshmzyu,"Passion, Pain & Demon Slayin'",album,2016-12-16,https://open.spotify.com/album/09hZ7I4QYwPAruwUshmzyu,https://i.scdn.co/image/44eed742b68ee41146f5eb76b8697156ed4fd5f2

0YrdQQiUYjNmLPs0SI53qy,The 1st,album,2017-10-31,https://open.spotify.com/album/0YrdQQiUYjNmLPs0SI53qy,https://i.scdn.co/image/4fdb296432d3cf01e8e510f59e9e3e4c377c24c8

2HAAmX3socMDypjO4wUaVL,Fireball,single,2011-10-06,https://open.spotify.com/album/2HAAmX3socMDypjO4wUaVL,https://i.scdn.co/image/a54545f3458617fd6ed1d39f06f6629cb3cd8a4c

7vTGbvxPtww79iawl8YCqk,I Am Me,single,2012-07-17,https://open.spotify.com/album/7vTGbvxPtww79iawl8YCqk,https://i.scdn.co/image/9c52c399972365762d7c3cf87b8dc76ec86523c1

0OWSHrs8YOoIA6yEZ8m2kz,F Q-C # 7,single,2015-01-01,https://open.spotify.com/album/0OWSHrs8YOoIA6yEZ8m2kz,https://i.scdn.co/image/0fe062749e01f447849ac65b35097e4b79c384a9

3l5PdpQHvUOXlq1w9PftPu,Pink Season,album,2017-01-04,https://open.spotify.com/album/3l5PdpQHvUOXlq1w9PftPu,https://i.scdn.co/image/095f9cbbf9a96428e80744c01389a8a887d2abf0

7wRpBx8TjLYijxJm704jHa,Pink Season: The Prophecy,album,2017-05-24,https://open.spotify.com/album/7wRpBx8TjLYijxJm704jHa,https://i.scdn.co/image/939455d080096e00cb34aa6851d96ac464195527

1CzHrRfCVoxbJcxyo8oRwv,Cemetry Gates (Live),single,2017-08-28,https://open.spotify.com/album/1CzHrRfCVoxbJcxyo8oRwv,https://i.scdn.co/image/5cfda003ab9cf6797b15964677dcead04cc4cf64

7jfexk2w5aDI25njkN0UGg,"Strangeways, Here We Come",album,1987,https://open.spotify.com/album/7jfexk2w5aDI25njkN0UGg,https://i.scdn.co/image/199da93572fbdb65a8db4d0130a9fa65c1c6e0d9

6oQLBJZ48D3hBS9GAADiuV,I Know It's Over (Demo),single,2017-10-06,https://open.spotify.com/album/6oQLBJZ48D3hBS9GAADiuV,https://i.scdn.co/image/ec7650ae097d5ebb48f72cb47b81c8764d26b277

0vlgxCvO6LQXTR06b8r2rj,The Queen Is Dead (Deluxe Edition),album,2017-10-20,https://open.spotify.com/album/0vlgxCvO6LQXTR06b8r2rj,https://i.scdn.co/image/ec7650ae097d5ebb48f72cb47b81c8764d26b277

6rxWj1ng8FnY7dsq5YhvIp,There Is a Light That Never Goes Out (Take 1),single,1986-06-16,https://open.spotify.com/album/6rxWj1ng8FnY7dsq5YhvIp,https://i.scdn.co/image/ec7650ae097d5ebb48f72cb47b81c8764d26b277

3vHOQ2YO7KNgN1qBglwsnF,Frankly Mr. Shankly (Live),single,2017-08-07,https://open.spotify.com/album/3vHOQ2YO7KNgN1qBglwsnF,https://i.scdn.co/image/d33de9c8a6953074fe59120345656c74c2ac93cd

1CDwvULSbMKZpy4QymUV59,Rubber Ring / What She Said / Rubber Ring (Live in Boston),single,2017-09-08,https://open.spotify.com/album/1CDwvULSbMKZpy4QymUV59,https://i.scdn.co/image/ec7650ae097d5ebb48f72cb47b81c8764d26b277

4iFjlTPAVhDcCYMAr6gxGd,The Queen Is Dead (Live),single,2017-07-31,https://open.spotify.com/album/4iFjlTPAVhDcCYMAr6gxGd,https://i.scdn.co/image/137f5e421d88317b966c3b126c5c9ce176e6c6e1

6cBhhDprZVCcKMbjjszLKi,Bigmouth Strikes Again (Live),single,2017-09-04,https://open.spotify.com/album/6cBhhDprZVCcKMbjjszLKi,https://i.scdn.co/image/3e88d34711341a3984871e081ad6042882500314

6cI1XoZsOhkyrCwtuI70CN,The Smiths,album,1984,https://open.spotify.com/album/6cI1XoZsOhkyrCwtuI70CN,https://i.scdn.co/image/bf81ecea9a9779c8b55e481e97dacd888757d2eb

06Ey2y54V4aGjP5EsovA2O,Rank,album,1988,https://open.spotify.com/album/06Ey2y54V4aGjP5EsovA2O,https://i.scdn.co/image/8cd55db4c3cf25207e2402cdf4cee7b5354a5a3a

2adpfALDz5NJNwbMCbDRWD,Never Had No One Ever (Live),single,1986-06-16,https://open.spotify.com/album/2adpfALDz5NJNwbMCbDRWD,https://i.scdn.co/image/551fd54c24cbf82b6bf9f8177a44274226365fa0

5Y0p2XCgRRIjna91aQE8q7,The Queen Is Dead,album,1986,https://open.spotify.com/album/5Y0p2XCgRRIjna91aQE8q7,https://i.scdn.co/image/b4b8a45dac1224691290c91148674ef7877ae398

3YwLj4mZtu68DRCP6YNFfK,Some Girls Are Bigger Than Others (Live),single,2017-10-02,https://open.spotify.com/album/3YwLj4mZtu68DRCP6YNFfK,https://i.scdn.co/image/c49967dad14ea1f0dfc591894431d7809fc30a03

1ck15kozpj0lnKNerbE5q2,The Boy With the Thorn In His Side (Live),single,2017-09-11,https://open.spotify.com/album/1ck15kozpj0lnKNerbE5q2,https://i.scdn.co/image/f8417bef6e69d79661240c261521bf741084d388

4RjT1QU8DAexXQ5TveKTmW,There Is a Light That Never Goes Out (Live),single,1986-06-16,https://open.spotify.com/album/4RjT1QU8DAexXQ5TveKTmW,https://i.scdn.co/image/fcd78fbe9df2c928b322a18482c4e9461490160c

45StnugV9WQMQwk4rRoTy8,Louder Than Bombs,album,1987,https://open.spotify.com/album/45StnugV9WQMQwk4rRoTy8,https://i.scdn.co/image/3dcbcfbff90592428bf4c5534b2a17244b5c64e4

2clbQSNocEJCzkuPPuc00q,The World Won't Listen,album,1987,https://open.spotify.com/album/2clbQSNocEJCzkuPPuc00q,https://i.scdn.co/image/c10257a7dec25c91d82488e6c56b20437ceb5ce1

5DM1qCdgGt2zbknnsVn1Ca,Meat Is Murder,album,1985,https://open.spotify.com/album/5DM1qCdgGt2zbknnsVn1Ca,https://i.scdn.co/image/df59da7f1cee219c9552569b761d4f0acfee6f63

6LuLIt9HE7zF1PNlbN7gOS,I Know It's Over (Live),single,1986-06-16,https://open.spotify.com/album/6LuLIt9HE7zF1PNlbN7gOS,https://i.scdn.co/image/20410fd0993750d862a0a40dd294569f46d0c7d8

62IVBKLCnO60HfCkefrOEg,Early Spring,single,2017-07-13,https://open.spotify.com/album/62IVBKLCnO60HfCkefrOEg,https://i.scdn.co/image/d0bc77978ba63f0f01802dec4930a8022a365c28

4dj2CRLWvdFgEzsVtc2qr6,Good Love,album,2016-08-19,https://open.spotify.com/album/4dj2CRLWvdFgEzsVtc2qr6,https://i.scdn.co/image/41069068ee59a1dcda9395db77d71d5cedb7912a

0ZroQbwXa65l6FNFNMpawN,Her Too,album,2017-02-10,https://open.spotify.com/album/0ZroQbwXa65l6FNFNMpawN,https://i.scdn.co/image/26b1b1c53a0b785a913d8dc4f1cf7ec257a9946e

15lmDHl6sGbkRTB1Db3ReT,In The Cut,single,2016-11-01,https://open.spotify.com/album/15lmDHl6sGbkRTB1Db3ReT,https://i.scdn.co/image/2b1e436f1ce6c128171aaa3a7e9f0fa4e517ef1e

3tAn1zWOGsqBdBCHzRgj01,2 Step,single,2017-08-25,https://open.spotify.com/album/3tAn1zWOGsqBdBCHzRgj01,https://i.scdn.co/image/c0768b139448da80a82c8267f0f1dbbae5a5ee28

4RmDIqdJ2mgmOuEvtnu8fl,Ooh Nah Nah (feat. Masego),single,2017-01-23,https://open.spotify.com/album/4RmDIqdJ2mgmOuEvtnu8fl,https://i.scdn.co/image/d566a6f488aaff1ce6424ce4663f659d3d623458

5uysnGp4pnbySa2bgInuxn,Violence (feat. Masego),single,2017-12-13,https://open.spotify.com/album/5uysnGp4pnbySa2bgInuxn,https://i.scdn.co/image/44e375fd03de7c65c5b0e82e3fef69a788048cad

6KC06etxRkjUDzvfxU5sgA,Homey,album,2017-06-16,https://open.spotify.com/album/6KC06etxRkjUDzvfxU5sgA,https://i.scdn.co/image/ddfeceda126dcfd8a88d62db19f1a99968fe57a0

66q4QLWTKxEZnADbRRTnSd,Tadow,single,2017-10-06,https://open.spotify.com/album/66q4QLWTKxEZnADbRRTnSd,https://i.scdn.co/image/88317325b263630295507d5dd7462533097c1cfa

6QavnG8axXbdkFTUiYkMhY,Wave (feat. Masego),single,2016-07-07,https://open.spotify.com/album/6QavnG8axXbdkFTUiYkMhY,https://i.scdn.co/image/fd69c0d3f5faf8d9e82d4d82dd2693c92acd0432

5U2hIEObpi8FOApxIeaJdD,Loose Thoughts,album,2016-07-27,https://open.spotify.com/album/5U2hIEObpi8FOApxIeaJdD,https://i.scdn.co/image/ba0d75d17922d1fb5be7d45932676a7c3d4a91b5

12M6fZwr5tIyoNyUuPzrFO,Export,album,2017-10-19,https://open.spotify.com/album/12M6fZwr5tIyoNyUuPzrFO,https://i.scdn.co/image/b3b591bea81845e0129436383b0a2aacfd9c5038

4UkcxqEtjFwvjJyGO71FsU,Let's Take a Trip,album,2016-11-04,https://open.spotify.com/album/4UkcxqEtjFwvjJyGO71FsU,https://i.scdn.co/image/8dd24064825c898cd5df5f3a17566be66b394eab

3kQCLx84QtyjvetdWVblW2,De Nada,single,2015-05-14,https://open.spotify.com/album/3kQCLx84QtyjvetdWVblW2,https://i.scdn.co/image/22889a4433ef04ccc1b938c7b9bb738a6d5a7aff

4TyHsMq7mslBF7vCJCvCql,Empty Bank,album,2016-09-09,https://open.spotify.com/album/4TyHsMq7mslBF7vCJCvCql,https://i.scdn.co/image/56dd6d1e06c3f229810d476d2e21e5a8c1c9e8f9

3efpx8tZjv4jOqmQPH6Myn,The Pink Polo EP,album,2016-04-05,https://open.spotify.com/album/3efpx8tZjv4jOqmQPH6Myn,https://i.scdn.co/image/b9e084ed90322ea27e51fc1347a6d2404b87cc46

5DxMTCWwHlaz4Hx1og50xL,Navajo,single,2017-06-08,https://open.spotify.com/album/5DxMTCWwHlaz4Hx1og50xL,https://i.scdn.co/image/a38717cb055cc845fc8bdd9f92a8e8544c3d8f1f

2fDWHchoXhLqaSC6E2BAft,Touch the Floor (feat. Masego),single,2016-12-01,https://open.spotify.com/album/2fDWHchoXhLqaSC6E2BAft,https://i.scdn.co/image/0c0a846dfd4945b5f25598f1872fbc3903de746f

1JTMOXqN31jmCVDVau8bTi,Hush Lil' Raver,single,2017-05-15,https://open.spotify.com/album/1JTMOXqN31jmCVDVau8bTi,https://i.scdn.co/image/b2e10f0a7e8a94c3e87b053c2aee92c4a202d6df

51v2UWkmJ8qOV2T9cEoBg2,Let's Just Party,single,2017-04-14,https://open.spotify.com/album/51v2UWkmJ8qOV2T9cEoBg2,https://i.scdn.co/image/e58f6b32ed8ddd386967fb51fa77dfae36136bb7

77zg6PEuYSw8wZrvKhNTty,WZRD,album,2012-02-28,https://open.spotify.com/album/77zg6PEuYSw8wZrvKhNTty,https://i.scdn.co/image/4e58438b996f793e592cfaead0d2a7fa5a16bf22

171itIWuWgKhuFu9k3CNe5,Alles Groot (feat. Bryan),single,2016-04-18,https://open.spotify.com/album/171itIWuWgKhuFu9k3CNe5,https://i.scdn.co/image/280e96a2e970d9bd36e14e2a21f774930f0b2640

26bQ6G9yUvlPGtj0gPbcUl,Hou Het Real (feat. Miggs de Bruijn),single,2016-04-04,https://open.spotify.com/album/26bQ6G9yUvlPGtj0gPbcUl,https://i.scdn.co/image/286f7e0fe25ae9b8ef990a8880c60fc476af6f79

0yNTOWMIB7o37FWSXyICFI,Everyday's a Weekend,single,2017-08-13,https://open.spotify.com/album/0yNTOWMIB7o37FWSXyICFI,https://i.scdn.co/image/c189a4bfc39c397155bad230eef4263612663ea5

2I3VsdqjeA0kfH5n3Hmluy,lickity split,single,2017-08-14,https://open.spotify.com/album/2I3VsdqjeA0kfH5n3Hmluy,https://i.scdn.co/image/dae44ade3e71befe3fe8733c61aa0a6c4c806ae0

2hbHtY3UJtkKGkcDj0C8oL,run this shit,single,2017-05-16,https://open.spotify.com/album/2hbHtY3UJtkKGkcDj0C8oL,https://i.scdn.co/image/2d8e38f877f7cd3a832d7ec42e75118578053e74

6IXV94MJSvw2Se0VFc6oo6,semi auto,single,2017-11-28,https://open.spotify.com/album/6IXV94MJSvw2Se0VFc6oo6,https://i.scdn.co/image/9b954b4fd6d355d1f3b1316fd28ec7d6a0aedad7

5iMrtftXr0g9o54ei1HvUP,Boomin,single,2017-05-31,https://open.spotify.com/album/5iMrtftXr0g9o54ei1HvUP,https://i.scdn.co/image/de60211e5eb42f20feb8a1d2f23d29b4c9cd1915

4GWlP1ds2k2VW1asBEW9dk,dunkaroos,single,2017-07-28,https://open.spotify.com/album/4GWlP1ds2k2VW1asBEW9dk,https://i.scdn.co/image/4d045227bf51b4de232ea5e86ca114138f65c7fe

1kUqWwDsCQ78a998AvOmhY,lit like candle,single,2017-02-27,https://open.spotify.com/album/1kUqWwDsCQ78a998AvOmhY,https://i.scdn.co/image/4327a88dea9fa556cda04f583c57f6bd8142c2c3

0EgzIhl88z5ps0jGMEyFDC,ploy,single,2017-11-02,https://open.spotify.com/album/0EgzIhl88z5ps0jGMEyFDC,https://i.scdn.co/image/be69a7bb790b64271c5ae2bfe61d40955a539ac7

5wYFkOQ6xNYcxAavW6ASuW,scooter,single,2017-06-20,https://open.spotify.com/album/5wYFkOQ6xNYcxAavW6ASuW,https://i.scdn.co/image/5f97d108e4e2d3316875b77ff649a87ca5f0fc59

1q6Iq1U8fnvn9ycf5PhdLI,skrrrr,single,2017-10-17,https://open.spotify.com/album/1q6Iq1U8fnvn9ycf5PhdLI,https://i.scdn.co/image/3100064ceb5670d9a7a7033c7d2e81aeb0123f2f

7b089ypgI589I7FS6Q5z6f,zoom,single,2017-06-05,https://open.spotify.com/album/7b089ypgI589I7FS6Q5z6f,https://i.scdn.co/image/d83925194f4fcc63aa95a224e8ccbc190f3b831a

6qicfkL2LXQnXNCMbb0Lvd,coasting,single,2017-09-14,https://open.spotify.com/album/6qicfkL2LXQnXNCMbb0Lvd,https://i.scdn.co/image/1bd3c2f03613ba4b968a093c47edad5148c01c11

4nB97jVUpDdMUbDgUezdbY,Whippin,single,2017-06-28,https://open.spotify.com/album/4nB97jVUpDdMUbDgUezdbY,https://i.scdn.co/image/7a3d06a743ff6ec75f5f3288e72a9ef07fa706dd

5NUhCdFwRq19a5TXYhmxs7,thots,single,2017-02-15,https://open.spotify.com/album/5NUhCdFwRq19a5TXYhmxs7,https://i.scdn.co/image/ac5d24b04a64ef177daf9b72802d64f3f9b7b711

0So2jNxqpSFGvkw6Ho6UJu,how i do,single,2017-05-08,https://open.spotify.com/album/0So2jNxqpSFGvkw6Ho6UJu,https://i.scdn.co/image/8d93d7e0a6dff5a4bc4845244822c5a369a30847

7sZ2JLVRdn3FVn1h2nNWTg,wonkybish,single,2017-06-12,https://open.spotify.com/album/7sZ2JLVRdn3FVn1h2nNWTg,https://i.scdn.co/image/487e3f4ad1a1ae20976fc02e2464ba037b1020cd

48jWXRulsvXiFEUul86R8i,ferrari fitness,single,2017-07-14,https://open.spotify.com/album/48jWXRulsvXiFEUul86R8i,https://i.scdn.co/image/3a2f2fba4a9732212e10929140565c3039da2f03

4aHyt9fwGcyZBqvYYiviln,who dat boi,single,2017-11-21,https://open.spotify.com/album/4aHyt9fwGcyZBqvYYiviln,https://i.scdn.co/image/b707f1292ff257873dc01537c25db30fa858648d

3SfAxz6vQlc7Nx5zt35O69,politics,single,2017-10-02,https://open.spotify.com/album/3SfAxz6vQlc7Nx5zt35O69,https://i.scdn.co/image/36bc80ce8354956f74e436d3cdf05ff22c19d247

70YEV6Coosa2EI2srOveFV,benihana,single,2017-05-28,https://open.spotify.com/album/70YEV6Coosa2EI2srOveFV,https://i.scdn.co/image/9d6dfea95d84ebfc66fc500659ac070a5a61450c

0PZbt0cOm3DoCdj2WBgJFv,what i do,single,2017-11-04,https://open.spotify.com/album/0PZbt0cOm3DoCdj2WBgJFv,https://i.scdn.co/image/782af4e30d861df14ae85cc7fe7b3d9832aee198

2ETM0Z2agyxgoQef0WkZ8O,Warriors - Single,single,2015-06-04,https://open.spotify.com/album/2ETM0Z2agyxgoQef0WkZ8O,https://i.scdn.co/image/b4634e6bd9862fe227928a8b1e2c99e95947a813

0DyXkWHnFMIJSuHfLgNfcc,Blazing Arrow,album,2002-01-01,https://open.spotify.com/album/0DyXkWHnFMIJSuHfLgNfcc,https://i.scdn.co/image/3580849ef85e5ed3924a16b4d0c0981c824034e1

0OusW7SUcxx3qFGOTlzrb8,Sports Alphabet - Single,single,2015-12-03,https://open.spotify.com/album/0OusW7SUcxx3qFGOTlzrb8,https://i.scdn.co/image/a0910410c77e3560144c2fea7c9b692c23a5dd02

6SJZheaxfPWMQ9UZMH38jd,The Groove Active,album,2010-07-19,https://open.spotify.com/album/6SJZheaxfPWMQ9UZMH38jd,https://i.scdn.co/image/d20f8bc99a08343e710467e9ab21de29951d034c

1nQZU0TKnSaDIAUBIsRVYY,Nia,album,1999-11-29,https://open.spotify.com/album/1nQZU0TKnSaDIAUBIsRVYY,https://i.scdn.co/image/19b61ebee421bdb0b5f9347b1c9a6670e19303e5

5FzoJBykNl3Q38aBWzLbjf,Chimen chyen,album,2014-02-17,https://open.spotify.com/album/5FzoJBykNl3Q38aBWzLbjf,https://i.scdn.co/image/fb513573c69eb352ba518b5d7c7d6ffc2903bdd3

2Yj68gAz1cESYUeznaWJfg,The Craft,album,2006-02-21,https://open.spotify.com/album/2Yj68gAz1cESYUeznaWJfg,https://i.scdn.co/image/a4e4e2b0f0be358999f7877364fdee1973829e3d

2UijFvo3zvqQ4cYPMHmTWG,A Day Late & a Dollar Short,album,2013-11-26,https://open.spotify.com/album/2UijFvo3zvqQ4cYPMHmTWG,https://i.scdn.co/image/69fc7aed416fee5e527ec4d4ed1db56a479e42a0

0djBkniAJlwLxj2qANMkdc,The Blowup - Single,single,2015-08-07,https://open.spotify.com/album/0djBkniAJlwLxj2qANMkdc,https://i.scdn.co/image/d3f12d7ed3e28545929b06c9696b76b611d4c024

2Hs9YfmASINO0UlHPVqjgb,JapanPopShow,album,2007-10-07,https://open.spotify.com/album/2Hs9YfmASINO0UlHPVqjgb,https://i.scdn.co/image/82dc925266e4c3b3193db83c138865ecb61baae0

3v9dvHIJkRTWi1ue7qN6xF,Imani Vol. 1,album,2015-09-18,https://open.spotify.com/album/3v9dvHIJkRTWi1ue7qN6xF,https://i.scdn.co/image/d3f12d7ed3e28545929b06c9696b76b611d4c024

2Cr4ciKKmdJLZvV9EK87F3,On Fire Tonight - Single,single,2015-08-28,https://open.spotify.com/album/2Cr4ciKKmdJLZvV9EK87F3,https://i.scdn.co/image/d3f12d7ed3e28545929b06c9696b76b611d4c024

7KjPkzKbvVa0jZUbSHXpjO,Blacka - Single,single,2015-08-14,https://open.spotify.com/album/7KjPkzKbvVa0jZUbSHXpjO,https://i.scdn.co/image/d3f12d7ed3e28545929b06c9696b76b611d4c024

3iJ6a4ZkifqzLRgClVsemH,"Imani, Vol. 1 (Instrumentals)",album,2015-12-11,https://open.spotify.com/album/3iJ6a4ZkifqzLRgClVsemH,https://i.scdn.co/image/71c889c20600f8bd9cd9c0d810e19d6651b7d143

2FtC0jhGk9Bn4O46kbQ5d0,Melodica,album,2012-07-31,https://open.spotify.com/album/2FtC0jhGk9Bn4O46kbQ5d0,https://i.scdn.co/image/3940ab31d955dc540ed4bfb1a8c5c11f848b0910

1CcWqYQy7DjrPlLvgDnH3k,A2G EP,album,1999-01-01,https://open.spotify.com/album/1CcWqYQy7DjrPlLvgDnH3k,https://i.scdn.co/image/0db7360757fc8a9eb70404e6841a59f0d08c2885

3nzcl2VZJPmT6cQL7idwlN,Live in Revolt EP,single,2013-10-18,https://open.spotify.com/album/3nzcl2VZJPmT6cQL7idwlN,https://i.scdn.co/image/a265e137f2a078f4c3005504b3f7c5d3b94cdade

099tWYaCd9k7TJLDCKkFYw,Shaolin Monk Motherfunk,single,2015-04-10,https://open.spotify.com/album/099tWYaCd9k7TJLDCKkFYw,https://i.scdn.co/image/e9b31375b96991b2f2b3dbaab59be0fd4d098747

0DI27qIRQRFkXrMvHxj9yh,Everything's Beautiful,album,2016-05-27,https://open.spotify.com/album/0DI27qIRQRFkXrMvHxj9yh,https://i.scdn.co/image/f60c19d0bde9b447590b80275ebbe3d0df65c055

70bTTKctjTv2NMENX2JwrM,Choose Your Weapon (Track by Track Commentary),album,2015-05-01,https://open.spotify.com/album/70bTTKctjTv2NMENX2JwrM,https://i.scdn.co/image/e9b31375b96991b2f2b3dbaab59be0fd4d098747

7EWi5y6EgXcW1TuW81Y3Yi,"Recalibrations, Vol. 1",album,2016-05-16,https://open.spotify.com/album/7EWi5y6EgXcW1TuW81Y3Yi,https://i.scdn.co/image/120876ff8d1f53a30d4eafed63e51a5758e7071e

7BINsWQkMJ7X5fFAYDZxKh,Breathing Underwater,single,2015-03-06,https://open.spotify.com/album/7BINsWQkMJ7X5fFAYDZxKh,https://i.scdn.co/image/e9b31375b96991b2f2b3dbaab59be0fd4d098747

3qzmmmRmVBiOuMvrerfW4z,Choose Your Weapon,album,2015-05-01,https://open.spotify.com/album/3qzmmmRmVBiOuMvrerfW4z,https://i.scdn.co/image/e9b31375b96991b2f2b3dbaab59be0fd4d098747

5PEUftcwX57OcS8vMFfdSw,Spotify Sessions,album,2015-10-16,https://open.spotify.com/album/5PEUftcwX57OcS8vMFfdSw,https://i.scdn.co/image/47ff40f11393aa35f236ae830cf2dca24f975a28

54UDcBALhfyaQ67fsSZrkQ,Tawk Tomahawk,album,2013-07-12,https://open.spotify.com/album/54UDcBALhfyaQ67fsSZrkQ,https://i.scdn.co/image/ed2e49e05c6bbb263accc540baba2c13e9cf2cd2

6lGjHRXTUu59sAZnKwaMsf,Breathing Underwater (DJ Spinna Galactic Soul Remix),single,2015-06-05,https://open.spotify.com/album/6lGjHRXTUu59sAZnKwaMsf,https://i.scdn.co/image/516bf6d76ab5100f1081cf5b0a5c53d3fde9cd4b

1WbGbweiSKcYFqyFiiMf9s,Where The Wild Things Are,single,2017-07-24,https://open.spotify.com/album/1WbGbweiSKcYFqyFiiMf9s,https://i.scdn.co/image/e83e8c23157ace91a097565f801b24cad64a49fb

